name,city,brewery_type,url,address,postal_code,state_province,phone,website_url,social_media,country
Neighbourhood Brewing,Penticton,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Dog Friendly Patio', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/neighbourhood-brewing/,187 Westminster Ave.,V2A 1J7,BC,7783800841,https://neighbourhoodbrewing.com/,"['https://www.facebook.com/NBHDBeer', 'https://www.instagram.com/nbhdbeer/', 'https://untappd.com/NeighbourhoodBrewing']",Canada
Nelson Brewing Company,Nelson,"['Bike Racks', 'Growler Fills', 'Merchandise', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/nelson-brewing-company/,512 Latimer St,V1L 4V1,BC,2503523582,http://nelsonbrewing.com,"['https://www.facebook.com/Nelson-Brewing-Company-192612907436095/', 'https://www.instagram.com/nelsonbrewingcompany/', 'https://untappd.com/w/nelson-brewing-company/902']",Canada
Noble Pig Brewhouse,Kamloops,"['Brewpub', 'Cider', 'Growler Fills', 'Wine']",https://bcaletrail.ca/breweries/the-noble-pig-brewhouse/,650 Victoria St,V2C 2B4,BC,7784715999,http://thenoblepig.ca,"['https://twitter.com/thenoblepigbrew', 'https://www.facebook.com/The-Noble-Pig-Brewhouse-101556243242933/', 'https://www.instagram.com/thenoblepigbrew/', 'https://untappd.com/w/noble-pig-brewhouse/8623']",Canada
North Point Brewing,North Vancouver,"['Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/north-point-brewing/,266 1st Street East,V7L 1B3,BC,6042500234,https://www.northpointbrewing.com,"['https://www.facebook.com/northpointbrewing', 'https://www.instagram.com/northpointbrewing/', 'https://untappd.com/NorthPoint']",Canada
Northpaw Brew Co.,Port Coquitlam,"['Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/northpaw-brew-co/,2150-570 Sherling Pl,V3E 3G7,BC,6046445439,https://www.northpawbrewco.com/,"['https://twitter.com/northpawbrewco', 'https://www.facebook.com/northpawbrewco/', 'https://www.instagram.com/northpawbrewco/', 'https://untappd.com/NorthpawBrewCo']",Canada
Off The Rail Brewing Co,Vancouver,"['Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/off-the-rail-brewing-co/,1351 Adanac St,V5L 2C4,BC,6045635767,http://offtherailbrewing.com,"['https://twitter.com/offtherailbeer', 'https://www.facebook.com/Off-The-Rail-Brewing-Co-286997414805699/', 'https://www.instagram.com/offtherailbeer/', 'https://untappd.com/w/off-the-rail-brewing/186988']",Canada
The Office Brewery,Kelowna,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/the-office-brewery/,301 - 890 Clement Ave,V1Y 7E4,BC,N/A,https://officebrewery.ca/,"['https://www.facebook.com/theofficebrewery', 'https://www.instagram.com/theofficebrewery/']",Canada
Old Abbey Ales,Abbotsford,"['Board Games', 'Cider', 'Craft Sodas', 'Dog Friendly Patio', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/old-abbey-ales/,1A - 30321 Fraser Hwy,V4X 1T3,BC,6046075104,http://oldabbeyales.com,"['https://www.instagram.com/oldabbeyalesbrewery/', 'https://untappd.com/OldAbbeyAles']",Canada
Old Yale Brewing,Chilliwack,"['Board Games', 'Cider', 'Cocktails', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Wine']",https://bcaletrail.ca/breweries/old-yale-brewing-co/,44550 S Sumas Rd #404,V2R 5M3,BC,6043922011,http://oldyalebrewing.com,"['https://twitter.com/oldyalebrewing', 'https://www.facebook.com/oldyalebrewing/', 'https://www.instagram.com/oldyalebrewing/', 'https://untappd.com/oldyalebrewing']",Canada
Old Yale Brewing Abbotsford,Abbotsford,"['Brewpub', 'Cider', 'Cocktails', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Patio', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/old-yale-brewing-abbotsford/,33738 Laurel Street,V2S 1X2,BC,6043922011,https://www.oldyalebrewing.com/old-yale-abbotsford,"['https://twitter.com/oldyalebrewing', 'https://www.facebook.com/oldyalebrewing/', 'https://www.instagram.com/oldyalebrewing/', 'https://untappd.com/oldyalebrewing']",Canada
Over Time Beer Works,Kimberley,"['Growler Fills', 'Merchandise', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/over-time-beer-works/,136 Wallinger Ave,V1A 1Y8,BC,2504272426,http://overtimebeer.ca,"['https://twitter.com/OverTimeBeer', 'https://www.facebook.com/OverTimeBeer/', 'https://www.instagram.com/overtimebeer/', 'https://untappd.com/OverTimeBeerWorks']",Canada
Parallel 49 Brewing,Vancouver,"['Growler Fills', 'Merchandise', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/parallel-49-brewing/,1950 Triumph St,V5L 1K5,BC,6045582739,http://parallel49brewing.com,"['https://twitter.com/parallel49beer', 'https://www.facebook.com/parallel49brewing/', 'https://www.instagram.com/parallel49beer/', 'https://untappd.com/Parallel49Brewing']",Canada
The Parkside Brewery,Port Moody,"['Dog Friendly Patio', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/parkside-brewery/,2731 Murray St,V3H 3R5,BC,6044922731,http://theparksidebrewery.com,"['https://twitter.com/parksidebrewery', 'https://www.facebook.com/parksidebrewery/', 'https://www.instagram.com/parksidebrewery/', 'https://untappd.com/w/the-parkside-brewery/256503']",Canada
The Patch Brewery,Maple Ridge,"['Cider', 'Gluten-Free Beer', 'Patio']",https://bcaletrail.ca/breweries/the-patch-brewery/,12745 Laity St,V4R 2P3,BC,N/A,https://thepatchbrewery.com/,"['https://www.facebook.com/p/The-Patch-Brewery-100063584870966/', 'https://www.instagram.com/thepatchbrewery']",Canada
Patina Brewing,Port Coquitlam,"['Brewpub', 'Cider', 'Cocktails', 'Growler Fills', 'Live Music', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/patina-brewing/,2332 Marpole Avenue,V3C 2A2,BC,6044740025,https://patinabrewing.com/,"['https://www.facebook.com/PatinaBrewing', 'https://www.instagram.com/patinabrewing/', 'https://untappd.com/PatinaBrewingCompany']",Canada
Pemberton Brewing Co.,Pemberton,"['Bike Racks', 'Board Games', 'Cider', 'Craft Sodas', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Snacks', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/pemberton-brewing/,1936 Stonecutter Place Units 5 and 6,V0N 2K0,BC,6048942337,http://www.pembertonbrewing.ca/,"['https://www.facebook.com/pembertonbrewingco/', 'https://www.instagram.com/pembertonbrewingco/', 'https://untappd.com/PembertonBrewingCo']",Canada
Persephone Brewing,Gibsons,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Food Truck(s)', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/persephone-brewing-co/,1053 Stewart Rd,V0N 1V7,BC,7784623007,http://persephonebrewing.com,"['https://twitter.com/Persephonebeer', 'https://www.facebook.com/PersephoneBrewing/', 'https://www.instagram.com/persephonebrewing/', 'https://untappd.com/PersephoneBrewingCompany']",Canada
Phillips Brewing & Malting Co.,Victoria,"['Bike Racks', 'Board Games', 'Cider', 'Cocktails', 'Craft Sodas', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Patio', 'Spirits', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/phillips-brewing-malting-co/,2010 Government St,V8T 4P1,BC,2503801912,http://phillipsbeer.com,"['https://twitter.com/phillipsbeer', 'https://www.facebook.com/phillipsbeer/', 'https://www.instagram.com/phillipsbeer/', 'https://untappd.com/w/phillips-brewing-company/1472']",Canada
Poco Brothers Brewing Co,Port Coquitlam,"['Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'GF Food Options', 'Guest Taps', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/poco-brothers-brewing-co/,1979 Brown St,V3C 2N4,BC,6049418822,https://pocobrothersbrewing.com/,"['https://www.facebook.com/PoCoBrosBrews', 'https://www.instagram.com/pocobrothersbrewing', 'https://untappd.com/PocoBrothersBrewing']",Canada
Post & Row Brewing Co.,Dawson Creek,"['Brewpub', 'Cider', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Live Music', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/post-row-brewing/,801 102 Ave,V1G 2B4,BC,7788430356,https://postandrow.ca/,"['https://www.facebook.com/postandrow/', 'https://www.instagram.com/postandrow/']",Canada
Powell Brewery,Vancouver,"['Board Games', 'Cider', 'Craft Sodas', 'Food Truck(s)', 'Gluten-Free Beer', 'Growler Fills', 'Merchandise', 'Patio', 'Snacks', 'Videogames']",https://bcaletrail.ca/breweries/powell-street-craft-brewery/,1357 Powell St,V5L 1G8,BC,6045582537,http://powellbeer.com,"['https://twitter.com/powellbeer', 'https://www.facebook.com/powellbeer/', 'https://www.instagram.com/powellbeer/', 'https://untappd.com/PSCB']",Canada
RAD Brewing,Comox,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Growler Fills', 'Guest Taps', 'Live Music']",https://bcaletrail.ca/breweries/rad-brewing-co/,Unit 11,V9M 3M9,BC,N/A,https://radbrewco.com/,"['https://www.facebook.com/radbrewcomox', 'https://www.instagram.com/radbrewcomox/?fbclid=IwAR1jtpxpnx0PFIRFIyddsQN67moQCLQxeD-VEK5wRB6Y9HpluX2GlFLJpDs']",Canada
Radium Brewing,Radium Hot Springs,"['Live Music', 'Snacks', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/radium-brewing/,7537 Main Street West,V0A 1M0,BC,2506888091,https://www.radiumbrewing.ca/,"['https://www.facebook.com/RadiumBrewing', 'https://www.instagram.com/radiumbrewing/']",Canada
Railside Brewing,Kelowna,"['Bike Racks', 'Board Games', 'Cider', 'Cocktails', 'Craft Sodas', 'Food Truck(s)', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/railside-brewing-ltd/,1186 High Road,V1Y 7B1,BC,N/A,https://www.railsidebrewing.ca/,"['https://www.facebook.com/profile.php?id=100084425877565', 'https://www.instagram.com/railsidebrewingkelowna/']",Canada
Ravens Brewing Company,Abbotsford,"['Cocktails', 'Growler Fills', 'Merchandise', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/ravens-brewing-company/,37455 Kilgard Road,V3G 0H8,BC,2364834028,http://ravensbrewing.com,"['https://twitter.com/ravensbrewing', 'https://www.facebook.com/ravensbrewing/', 'https://www.instagram.com/ravensbrewing/', 'https://untappd.com/RavensBrewingCompany']",Canada
R&B Brewing,Vancouver,"['Growler Fills', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/rb-brewing-co/,54 E 4th Ave,V5T 1E8,BC,6048742537,http://randbbrewing.com,"['https://www.facebook.com/RBBrewing/', 'https://www.instagram.com/RBBrewing/', 'https://untappd.com/RandBBrewingCo']",Canada
Red Arrow Brewing,Duncan,"['Cider', 'Cocktails', 'Food Truck(s)', 'Growler Fills', 'Live Music', 'Patio', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/red-arrow-brewing-company/,5255 Chaster Rd,V0R 2C0,BC,2505970037,http://redarrowbeer.ca,"['https://twitter.com/RedArrowBeer', 'https://www.facebook.com/redarrowbrewing/', 'https://www.instagram.com/redarrowbeer/', 'https://untappd.com/RedArrowBeer']",Canada
Red Bird Brewing,Kelowna,[],https://bcaletrail.ca/breweries/red-bird-brewing/,1086 Richter Street,V1Y 2K5,BC,N/A,https://redbirdbrewing.com/,"['https://twitter.com/redbirdbeer', 'https://www.facebook.com/redbirdbeer/', 'https://www.instagram.com/redbirdbeer/', 'https://untappd.com/w/red-bird-brewing/359293']",Canada
Red Collar Brewing,Kamloops,"['Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/red-collar-brewing-co/,355 Lansdowne St,V2C 1X9,BC,7784710174,http://redcollar.ca,"['https://twitter.com/redcollarbrew', 'https://www.facebook.com/redcollarbrewery/', 'https://www.instagram.com/redcollarbrewing/', 'https://untappd.com/RedCollarBrewingCo']",Canada
Red Truck Beer Company,Vancouver,"['Brewpub', 'Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/red-truck-beer-company/,295 E 1st Ave,V5T 1A7,BC,6046824733,http://redtruckbeer.com,"['https://www.facebook.com/RedTruckBeer/', 'https://www.instagram.com/redtruckbeer/', 'https://untappd.com/RedTruckBeerCompany']",Canada
Rewind Beer Co.,Port Moody,"['Cider', 'Food Truck(s)', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/rewind-beer-co/,2809 Murray St,V3H 1X3,BC,2364660226,https://rewindbeer.com/,"['https://www.facebook.com/rewindbeer', 'https://www.instagram.com/rewindbeer/']",Canada
Ricochet Brewing and Taphouse,Salmon Arm,"['Non Alc Beer Available', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/ricochet-brewing-and-taphouse/,310 Hudson Ave,V1E 4N2,BC,2508036829,https://ricochetbrewing.com/,"['https://www.facebook.com/ricochet.brewing.ca', 'https://www.instagram.com/ricochet.brewing']",Canada
Rossland Beer Company,Rossland,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/rossland-beer-company/,1990F Columbia Avenue,V0G 1Y0,BC,2503622122,http://rosslandbeer.com,"['https://twitter.com/RosslandBeer', 'https://www.facebook.com/RosslandBeer/', 'https://www.instagram.com/rosslandbeerco/', 'https://untappd.com/w/rossland-beer-company/146910']",Canada
Rumpus Beer Co,Revelstoke,"['Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/rumpus-beer-co/,208 1st Street E,N/A,BC,2506838100,http://www.rumpusbeerco.com,"['https://www.facebook.com/rumpusbeercompany/', 'https://www.instagram.com/rumpusbeerco/', 'https://untappd.com/w/rumpus-beer-company/434488']",Canada
Russell Brewing Company,Surrey,"['Cider', 'Growler Fills', 'Merchandise', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/russell-brewing-company/,#100 - 13018 80 Ave,V3W 3B2,BC,2365989951,http://russellbeer.com,"['https://twitter.com/Russell_Beer', 'https://www.facebook.com/Russell.Brewing/', 'https://www.instagram.com/russell_beer/', 'https://untappd.com/russell_beer']",Canada
Rusted Rake Brewing,Nanoose Bay,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/rusted-rake-brewing/,3106 Northwest Bay Road,V9P 9E6,BC,2508211934,https://rustedrakebrewing.ca/,"['https://www.facebook.com/rustedrakebrewing/', 'https://www.instagram.com/rustedrakebrewing/']",Canada
Rustic Reel Brewing Co,Kelowna,"['Brewpub', 'Cider', 'Cocktails', 'GF Food Options', 'Gluten-Free Beer', 'Growler Fills', 'Live Music', 'Merchandise', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/rustic-reel-brewing-co/,760 Vaughan Ave,V1Y 7E4,BC,2508623737,http://www.rusticreel.com,"['https://www.facebook.com/rusticreel/', 'https://www.instagram.com/rusticreel', 'https://untappd.com/w/rustic-reel-brewing-co/442195']",Canada
Salt Spring Brewing Co.,Salt Spring Island,"['Growler Fills', 'Merchandise', 'Patio']",https://bcaletrail.ca/breweries/salt-spring-island-ales/,270 Furness Rd,V8K 1Z7,BC,18443887742,https://www.saltspringbrewing.com/,"['https://twitter.com/saltspringales', 'https://www.facebook.com/saltspringbrewery', 'https://www.instagram.com/saltspringbrewery/', 'https://untappd.com/SaltSpringIslandAles']",Canada
Shaketown Brewing,North Vancouver,"['Cider', 'Live Music', 'Merchandise', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/shaketown-brewing/,#105 - 288 Esplanade Ave E,V7M 1A1,BC,N/A,https://shaketownbrewing.com/,"['https://mobile.twitter.com/shaketownbeer', 'https://www.instagram.com/shaketownbeer/', 'https://untappd.com/ShaketownBrewing']",Canada
Sherwood Mountain Brewhouse,Terrace,"['Bike Racks', 'Cider', 'Dog Friendly Patio', 'Growler Fills', 'Live Music', 'Merchandise', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/sherwood-mountain-brewhouse/,101 - 4816 Highway 16 W,V8G 1L6,BC,2506350080,http://sherwoodmountain.beer,"['https://twitter.com/SherwoodMtn', 'https://www.facebook.com/SherwoodMountainBrewhouse', 'https://www.instagram.com/sherwoodmountainbeer/', 'https://untappd.com/w/sherwood-mountain-brewhouse/175106']",Canada
Shore Line Brewing,Kelowna,"['Bike Racks', 'Cider', 'Cocktails', 'GF Food Options', 'Growler Fills', 'Merchandise', 'Patio', 'Videogames', 'Wine']",https://bcaletrail.ca/breweries/shore-line-brewing/,#116-3477 Lakeshore Road,V1W 0A7,BC,7789406802,https://www.shorelinebrewing.com/,"['https://www.facebook.com/shorelinebrewingco/', 'https://www.instagram.com/shorelinebrewingco/', 'https://untappd.com/ShoreLineBrewingCo#']",Canada
Sidekick Brewing,Chilliwack,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Craft Sodas', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/sidekick-brewing/,#106 - 45530 Vedder Mountain Rd,V2R 4C3,BC,6048472023,https://www.sidekickbrewing.com/,"['https://www.facebook.com/SidekickBrewingBC', 'https://www.instagram.com/sidekickbrewingbc/']",Canada
Silverstar Brewing Company,Vernon,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/silverstar-brewing-company/,2933 30th Ave,V1T 2B8,BC,7784755115,https://silverstarbrewing.com/,"['https://www.facebook.com/silverstarbrewing', 'https://www.instagram.com/silverstarbrewing/']",Canada
Slackwater Brewing,Penticton,[],https://bcaletrail.ca/breweries/slackwater-brewing/,218 Martin Street - PRODUCTION FACILITY ONLY,V2A 5K3,BC,N/A,http://www.slackwaterbrewing.com,"['https://www.facebook.com/slackwaterbrewing', 'https://www.instagram.com/slackwaterbrewing', 'https://untappd.com/SlackwaterBrewing']",Canada
Slow Hand Beer Co.,Vancouver,"['Bike Racks', 'Cider', 'Craft Sodas', 'Dog Friendly Patio', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/slow-hand-beer/,1830 Powell St,V5L 1H9,BC,7788192252,https://www.slowhandbeer.com/,"['https://www.facebook.com/slowhandbeer', 'https://www.instagram.com/slowhandbeer/', 'https://untappd.com/SHBCo']",Canada
Small Gods Brewing,Sidney,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/small-gods-brewing-co/,9835 Third Street,N/A,BC,N/A,https://smallgods.ca/,"['https://twitter.com/SmallGodsBrew', 'https://www.facebook.com/smallgodsbrewing', 'https://www.instagram.com/smallgodsbrewing/?hl=en']",Canada
Smithers Brewing Company,Smithers,"['Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/smithers-brewing/,3832 3 Ave,V0J 2N0,BC,7786402739,https://www.smithersbrewing.com,"['https://www.facebook.com/smithersbrewing/', 'https://www.instagram.com/smithersbrewing/', 'https://untappd.com/SmithersBrewingCo']",Canada
Smugglers Trail Caskworks,Langley,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/smugglers-trail-caskworks/,140 - 9339 200A St,V1M 0B3,BC,7787051880,https://smugglerstrailcask.com/,"['https://twitter.com/smugglerstrail', 'https://www.facebook.com/smugglers.trail.beer/', 'https://www.instagram.com/smugglerstrail/', 'https://untappd.com/smugglerstrail']",Canada
Sooke Brewing Company,Sooke,"['Food Truck(s)', 'Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/sooke-brewing-company/,2057 Otter Point Road,N/A,BC,2506420106,http://sookebrewing.com,"['https://twitter.com/SookeBrewingCo', 'https://www.facebook.com/sookebrewing/', 'https://www.instagram.com/sookebrewing/', 'https://untappd.com/SookeBrewingCompany']",Canada
Sooke Oceanside Brewery,Sooke,"['Cider', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/sooke-oceanside-brewery/,5871 - A Sooke Road,V9Z 0C7,BC,7783522739,http://sookeoceansidebrewery.com,"['https://twitter.com/sookebrew', 'https://www.facebook.com/sookebrew/', 'https://www.instagram.com/Sookebrew/', 'https://untappd.com/SookeOceansideBrewery']",Canada
Spinnakers Brewpub,Victoria,"['Brewpub', 'Cider', 'Growler Fills', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/spinnakers-brewpub/,308 Catherine St,V9A 3S8,BC,2503862739,http://spinnakers.com,"['https://twitter.com/spinnakers', 'https://www.facebook.com/spinnakersbrewpub/', 'https://www.instagram.com/spinnakersbrewpub/', 'https://untappd.com/Spinnakers']",Canada
Steamworks Brew Pub,Vancouver,"['Brewpub', 'GF Food Options', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/steamworks-brewpub/,375 Water St,N/A,BC,6046892739,http://steamworks.com/brew-pub,"['https://www.facebook.com/Steamworks/', 'https://www.instagram.com/steamworksbrewpub/', 'https://untappd.com/v/steamworks-brewing-company/22757']",Canada
Steamworks Brewing Co – Burnaby Brewery & Taproom,Burnaby,"['Bike Racks', 'Board Games', 'Cider', 'Craft Sodas', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/steamworks-brewing-co/,3845 William St,V5C 3J1,BC,N/A,https://steamworks.com/the-brewery/,"['https://www.facebook.com/steamworksbeer/', 'https://www.instagram.com/steamworksbeer/', 'https://untappd.com/steamworks']",Canada
Steel & Oak Brewing,New Westminster,"['Cider', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/steel-oak-brewing-co/,1319 3rd Ave,V3M 1R2,BC,6045406495,http://steelandoak.ca,"['https://twitter.com/steelandoak', 'https://www.facebook.com/steelandoak/', 'https://www.instagram.com/steelandoak/', 'https://untappd.com/SteelAndOak']",Canada
Storm Brewing,Vancouver,"['Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/storm-brewing-ltd/,310 Commercial Dr,V5L 1T1,BC,6042559119,http://stormbrewing.org,"['https://twitter.com/stormbrewingvan', 'https://www.facebook.com/stormbrewing/', 'https://www.instagram.com/stormbrewing/', 'https://untappd.com/w/storm-brewing-british-columbia/1210']",Canada
Strange Fellows Brewing,Vancouver,"['Cider', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/strange-fellows-brewing/,1345 Clark Dr,V5L 3K8,BC,6042150092,http://strangefellowsbrewing.com,"['https://twitter.com/Strange_Fellows', 'https://www.facebook.com/strangefellowsbrewing/', 'https://www.instagram.com/strangefellowsbrewing/', 'https://untappd.com/StrangeFellowsBrewing']",Canada
Strathcona Beer Co.,Vancouver,"['Brewpub', 'Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/strathcona-beer-company/,895 E Hastings St,V6A 3Y1,BC,7783799050,http://strathconabeer.com,"['https://twitter.com/strathconabeer', 'https://www.facebook.com/strathconabeer/', 'https://www.instagram.com/strathconabeer/', 'https://untappd.com/w/strathcona-beer-company/283978']",Canada
Superflux Beer Co.,Vancouver,[],https://bcaletrail.ca/breweries/superflux-beer-co/,505 Clark Dr,V5L 3H7,BC,N/A,https://www.superfluxbeer.com/,"['https://www.instagram.com/superfluxbeer/', 'https://untappd.com/SuperfluxBeerCompany']",Canada
Swift Brewing,Victoria,"['Brewpub', 'Cider', 'Cocktails', 'Dog Friendly Patio', 'Guest Taps', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/swift-brewing/,450 Swift St,V8W 1S3,BC,N/A,http://swiftbrewing.ca,"['https://www.facebook.com/SwiftBeer', 'https://www.instagram.com/swiftbeer/', 'https://untappd.com/w/swift-brewing/541900']",Canada
Switchback Brewing,Maple Ridge,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/switchback-brewing/,22775 Dewdney Trunk Rd,V2X 3K4,BC,6044790999,https://www.switchbackbrewco.com/,"['https://www.facebook.com/profile.php?id=61558280696857', 'https://www.instagram.com/switchbackbrewingcanada/']",Canada
Tailout Brewing,Trail,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Food Truck(s)', 'Growler Fills', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/tailout-brewing/,1299 Bay Avenue,V1R 4A5,BC,2506089056,http://www.tailoutbrewing.com,"['https://www.facebook.com/tailoutbrewing/', 'https://www.instagram.com/tailoutbrewing/', 'https://untappd.com/TailoutBrewing']",Canada
Tapworks Brewing Company,Gibsons,"['Brewpub', 'Cider', 'Craft Sodas', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/tapworks-brewing-company/,537 Cruice Lane,V0N 1V9,BC,7784622337,http://www.gibsonstapworks.com/delivery,"['https://twitter.com/tapworksbrewing', 'https://www.facebook.com/tapworksbrewing/', 'http://www.instagram.com/tapworksbrewing', 'https://untappd.com/w/gibsons-tapworks-brewing/320257']",Canada
Taylight Brewing,Port Coquitlam,"['Bike Racks', 'Board Games', 'Cider', 'Craft Sodas', 'Dog Friendly Patio', 'Food Truck(s)', 'Gluten-Free Beer', 'Growler Fills', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/taylight-brewing/,402 - 1485 Coast Meridian Road,V3C 5P1,BC,6042831944,http://taylightbrewing.com/,"['https://www.facebook.com/taylightbrewing/', 'https://www.instagram.com/taylight_brewing', 'https://untappd.com/Taylight_Brewing']",Canada
